"time","AVG TEMP","SET TEMP","HUMIDITY","TEMP 1","TEMP 2","TEMP 3"
"2022-12-09 11:14:16","32.6","26.5","0","-1662.9","32.6","23.5"
"2022-12-09 11:44:16","33.2","26.5","0","-1662.9","33.2","24.3"
"2022-12-09 12:14:16","34.0","26.5","0","-1662.9","34.0","24.7"
"2022-12-09 12:44:16","35.0","33.0","0","-1662.9","35.0","26.8"
"2022-12-09 13:14:16","33.5","33.0","0","-1662.9","33.5","23.8"
"2022-12-09 13:44:16","32.8","33.0","0","-1662.9","32.8","23.8"
"2022-12-09 14:14:16","33.4","33.0","0","-1662.9","33.4","23.7"
"2022-12-09 14:44:16","33.7","33.0","0","-1662.9","33.7","24.5"
"2022-12-09 15:14:16","32.6","33.0","0","-1662.9","32.6","22.7"
"2022-12-09 15:44:16","31.4","33.0","0","-1662.9","31.4","21.4"
"2022-12-09 16:14:16","31.4","33.0","0","-1662.9","31.4","21.2"
"2022-12-09 16:44:16","32.4","33.0","0","-1662.9","32.4","23.5"
"2022-12-09 17:14:16","32.6","33.0","0","-1662.9","32.6","22.3"
"2022-12-09 17:44:16","33.1","33.0","0","-1662.9","33.1","22.7"
"2022-12-09 18:14:16","32.6","33.0","0","-1662.9","32.6","22.9"
"2022-12-09 18:44:16","32.4","33.0","0","-1662.9","32.4","22.1"
"2022-12-09 19:14:16","31.5","33.0","0","-1662.9","31.5","21.2"
"2022-12-09 19:44:16","30.9","33.0","0","-1662.9","30.9","20.2"
"2022-12-09 20:14:16","30.4","33.0","0","-1662.9","30.4","20.5"
"2022-12-09 20:44:16","29.9","33.0","0","-1662.9","29.9","19.6"
"2022-12-09 21:14:16","30.5","33.0","0","-1662.9","30.5","19.0"
"2022-12-09 21:44:16","31.2","33.0","0","-1662.9","31.2","21.2"
"2022-12-09 22:14:16","30.1","33.0","0","-1662.9","30.1","18.8"
"2022-12-09 22:44:16","33.2","33.0","0","-1662.9","33.2","21.6"
"2022-12-09 23:14:16","33.2","33.0","0","-1662.9","33.2","21.4"
"2022-12-09 23:44:16","33.2","33.0","0","-1662.9","33.2","21.8"
"2022-12-10 00:14:16","33.2","33.0","0","-1662.9","33.2","21.4"
"2022-12-10 00:44:16","32.9","33.0","0","-1662.9","32.9","20.9"
"2022-12-10 01:14:16","33.3","33.5","0","-1662.9","33.3","21.3"
"2022-12-10 01:44:16","33.0","33.5","0","-1662.9","33.0","22.0"
"2022-12-10 02:14:16","33.3","33.5","0","-1662.9","33.3","21.3"
"2022-12-10 02:44:16","33.5","33.5","0","-1662.9","33.5","21.2"
"2022-12-10 03:14:16","33.5","33.5","0","-1662.9","33.5","21.7"
"2022-12-10 03:44:16","33.4","33.5","0","-1662.9","33.4","21.4"
"2022-12-10 04:14:16","33.2","33.5","0","-1662.9","33.2","20.4"
"2022-12-10 04:44:16","32.5","33.5","0","-1662.9","32.5","21.1"
"2022-12-10 05:14:16","33.3","33.5","0","-1662.9","33.3","21.7"
"2022-12-10 05:44:16","32.8","33.5","0","-1662.9","32.8","20.0"
"2022-12-10 06:14:16","33.4","33.5","0","-1662.9","33.4","21.5"
"2022-12-10 06:44:16","33.5","33.5","0","-1662.9","33.5","21.1"
"2022-12-10 07:14:16","33.4","33.5","0","-1662.9","33.4","21.6"
"2022-12-10 07:44:16","33.3","33.5","0","-1662.9","33.3","21.3"
"2022-12-10 08:14:16","33.3","33.5","0","-1662.9","33.3","21.6"
"2022-12-10 08:44:16","33.3","33.5","0","-1662.9","33.3","22.6"
"2022-12-10 09:14:16","33.9","33.5","0","-1662.9","33.9","22.9"
"2022-12-10 09:44:16","33.8","33.5","0","-1662.9","33.8","23.0"
"2022-12-10 10:14:16","33.9","33.5","0","-1662.9","33.9","22.7"
"2022-12-10 10:44:16","35.5","33.5","0","-1662.9","35.5","25.1"
"2022-12-10 11:14:16","34.1","33.5","0","-1662.9","34.1","24.7"
"2022-12-10 11:44:16","36.1","33.5","0","-1662.9","36.1","26.3"
"2022-12-10 12:14:16","36.7","33.5","0","-1662.9","36.7","26.7"
"2022-12-10 12:44:16","35.6","33.5","0","-1662.9","35.6","25.7"
"2022-12-10 13:14:16","35.9","33.5","0","-1662.9","35.9","26.2"
"2022-12-10 13:44:16","36.4","33.5","0","-1662.9","36.4","27.0"
"2022-12-10 14:14:16","36.3","33.5","0","-1662.9","36.3","26.5"
"2022-12-10 14:44:16","35.7","33.5","0","-1662.9","35.7","25.4"
"2022-12-10 15:14:16","34.1","33.5","0","-1662.9","34.1","24.3"
"2022-12-10 15:44:16","33.3","33.5","0","-1662.9","33.4","23.1"
"2022-12-10 16:14:16","34.2","33.5","0","-1662.9","34.2","23.5"
"2022-12-10 16:44:16","34.0","33.5","0","-1662.9","34.0","22.8"
"2022-12-10 17:14:16","34.0","33.5","0","-1662.9","34.0","22.1"
"2022-12-10 17:44:16","33.8","33.9","0","-1662.9","33.8","22.8"
"2022-12-10 18:14:16","33.7","33.9","0","-1662.9","33.7","22.5"
"2022-12-10 18:44:16","34.0","33.9","0","-1662.9","34.0","23.8"
"2022-12-10 19:14:16","32.8","33.9","0","-1662.9","32.8","22.1"
"2022-12-10 19:44:16","33.3","33.9","0","-1662.9","33.3","21.7"
"2022-12-10 20:14:16","33.9","33.9","0","-1662.9","33.9","23.2"
"2022-12-10 20:44:16","33.4","33.9","0","-1662.9","33.4","22.0"
"2022-12-10 21:14:16","33.8","33.9","0","-1662.9","33.8","23.8"
"2022-12-10 21:44:16","33.5","33.9","0","-1662.9","33.5","21.5"
"2022-12-10 22:14:16","33.1","33.9","0","-1662.9","33.1","22.6"
"2022-12-10 22:44:16","32.8","33.5","0","-1662.9","32.8","23.5"
"2022-12-10 23:14:16","32.4","33.5","0","-1662.9","32.4","23.3"
"2022-12-10 23:44:16","32.5","33.5","0","-1662.9","32.5","18.6"
"2022-12-11 00:14:16","32.6","33.5","0","-1662.9","32.6","19.3"
"2022-12-11 00:44:16","32.7","33.5","0","-1662.9","32.7","19.4"
"2022-12-11 01:14:16","32.7","33.5","0","-1662.9","32.7","19.7"
"2022-12-11 01:44:16","33.7","33.5","0","-1662.9","33.7","19.0"
"2022-12-11 02:14:16","33.3","33.5","0","-1662.9","33.3","19.6"
"2022-12-11 02:44:16","34.4","33.5","0","-1662.9","34.4","19.4"
"2022-12-11 03:14:16","32.7","33.5","0","-1662.9","32.7","19.0"
"2022-12-11 03:44:16","33.3","33.5","0","-1662.9","33.3","21.8"
"2022-12-11 04:14:16","33.8","33.5","0","-1662.9","33.8","22.0"
"2022-12-11 04:44:16","33.3","33.5","0","-1662.9","33.3","20.9"
"2022-12-11 05:14:16","34.1","33.5","0","-1662.9","34.1","22.0"
"2022-12-11 05:44:16","33.0","33.5","0","-1662.9","33.0","21.5"
"2022-12-11 06:14:16","33.8","33.5","0","-1662.9","33.8","20.7"
"2022-12-11 06:44:16","33.9","33.5","0","-1662.9","33.9","21.9"
"2022-12-11 07:14:16","32.8","33.5","0","-1662.9","32.8","22.3"
"2022-12-11 07:44:16","33.5","33.5","0","-1662.9","33.5","23.0"
"2022-12-11 08:14:16","33.1","33.5","0","-1662.9","33.1","22.0"
"2022-12-11 08:44:16","33.3","33.5","0","-1662.9","33.3","22.6"
"2022-12-11 09:14:16","33.8","33.5","0","-1662.9","33.8","23.1"
"2022-12-11 09:44:16","34.2","33.5","0","-1662.9","34.2","24.0"
"2022-12-11 10:14:16","33.3","33.5","0","-1662.9","33.3","22.6"
"2022-12-11 10:44:16","33.7","33.5","0","-1662.9","33.7","23.6"
"2022-12-11 11:14:16","34.6","33.5","0","-1662.9","34.6","24.5"
"2022-12-11 11:44:16","34.9","33.5","0","-1662.9","34.9","24.8"
"2022-12-11 12:14:16","35.1","33.5","0","-1662.9","35.1","25.0"
"2022-12-11 12:44:16","34.5","33.5","0","-1662.9","34.5","24.3"
"2022-12-11 13:14:16","35.2","33.5","0","-1662.9","35.2","25.0"
"2022-12-11 13:44:16","34.9","33.5","0","-1662.9","34.9","25.0"
"2022-12-11 14:14:16","34.9","33.5","0","-1662.9","34.9","25.0"
"2022-12-11 14:44:16","34.9","33.5","0","-1662.9","34.9","25.4"
"2022-12-11 15:14:16","35.1","33.5","0","-1662.9","35.1","25.0"
"2022-12-11 15:44:16","35.5","33.5","0","-1662.9","35.5","27.2"
"2022-12-11 16:14:16","33.6","33.5","0","-1662.9","33.6","23.7"
"2022-12-11 16:44:16","33.9","33.5","0","-1662.9","33.9","23.8"
"2022-12-11 17:14:16","33.1","33.5","0","-1662.9","33.1","23.2"
"2022-12-11 17:44:16","33.6","33.5","0","-1662.9","33.5","21.8"
"2022-12-11 18:14:16","33.2","33.5","0","-1662.9","33.2","19.4"
"2022-12-11 18:44:16","31.9","33.5","0","-1662.9","31.9","19.0"
"2022-12-11 19:14:16","32.6","33.5","0","-1662.9","32.6","18.8"
"2022-12-11 19:44:16","32.2","33.5","0","-1662.9","32.2","18.7"
"2022-12-11 20:14:16","32.2","33.5","0","-1662.9","32.2","18.2"
"2022-12-11 20:44:16","32.0","33.5","0","-1662.9","32.0","18.2"
"2022-12-11 21:14:16","32.5","33.5","0","-1662.9","32.5","18.3"
"2022-12-11 21:44:16","33.7","33.5","0","-1662.9","33.7","18.2"
"2022-12-11 22:14:16","32.2","33.5","0","-1662.9","32.2","18.1"
"2022-12-11 22:44:16","33.5","33.5","0","-1662.9","33.5","18.0"
"2022-12-11 23:14:16","33.4","33.5","0","-1662.9","33.3","18.0"
"2022-12-11 23:44:16","32.0","33.5","0","-1662.9","32.0","18.0"
"2022-12-12 00:14:16","31.7","33.5","0","-1662.9","31.7","17.7"
"2022-12-12 00:44:16","33.6","33.5","0","-1662.9","33.6","17.6"
"2022-12-12 01:14:16","33.4","33.5","0","-1662.9","33.4","17.3"
"2022-12-12 01:44:16","33.9","33.5","0","-1662.9","33.9","17.2"
"2022-12-12 02:14:16","32.1","33.5","0","-1662.9","32.1","17.3"
"2022-12-12 02:44:16","32.5","33.5","0","-1662.9","32.5","17.2"
"2022-12-12 03:14:16","33.2","32.8","0","-1662.9","33.2","17.1"
"2022-12-12 03:44:16","31.7","32.8","0","-1662.9","31.7","17.0"
"2022-12-12 04:14:16","32.0","32.8","0","-1662.9","32.0","16.9"
"2022-12-12 04:44:16","33.0","32.8","0","-1662.9","33.0","16.5"
"2022-12-12 05:14:16","31.4","32.8","0","-1662.9","31.4","16.4"
"2022-12-12 05:44:16","30.5","32.8","0","-1662.9","30.5","16.0"
"2022-12-12 06:14:16","32.9","32.8","0","-1662.9","32.9","15.7"
"2022-12-12 06:44:16","32.2","32.8","0","-1662.9","32.2","15.9"
"2022-12-12 07:14:16","32.0","32.8","0","-1662.9","32.0","16.6"
"2022-12-12 07:44:16","31.5","32.8","0","-1662.9","31.5","17.8"
"2022-12-12 08:14:16","33.5","32.8","0","-1662.9","33.5","19.2"
"2022-12-12 08:44:16","32.4","32.8","0","-1662.9","32.4","20.3"
"2022-12-12 09:14:16","32.7","32.8","0","-1662.9","32.7","21.7"
"2022-12-12 09:44:16","32.7","32.8","0","-1662.9","32.7","22.5"
"2022-12-12 10:14:16","33.4","32.8","0","-1662.9","33.4","23.4"
"2022-12-12 10:44:16","33.6","32.8","0","-1662.9","33.6","24.1"
"2022-12-12 11:14:16","33.2","32.8","0","-1662.9","33.2","23.7"
"2022-12-12 11:44:16","34.2","32.8","0","-1662.9","34.2","24.8"
"2022-12-12 12:14:16","32.7","32.8","0","-1662.9","32.7","22.9"
"2022-12-12 12:44:16","33.1","32.8","0","-1662.9","33.1","19.5"
"2022-12-12 13:14:16","32.5","32.8","0","-1662.9","32.5","19.2"
"2022-12-12 13:44:16","32.2","32.8","0","-1662.9","32.2","20.1"
"2022-12-12 14:14:16","29.8","32.8","0","-1662.9","29.8","18.9"
"2022-12-12 14:44:16","29.8","32.8","0","-1662.9","29.8","18.9"
"2022-12-12 15:14:16","31.6","32.8","0","-1662.9","31.6","21.8"
"2022-12-12 15:44:16","32.6","32.8","0","-1662.9","32.6","23.1"
"2022-12-12 16:14:16","32.2","32.8","0","-1662.9","32.2","22.3"
"2022-12-12 16:44:16","31.8","31.0","0","-1662.9","31.8","21.6"
"2022-12-12 17:14:16","30.9","31.0","0","-1662.9","30.9","21.1"
"2022-12-12 17:44:16","30.5","31.0","0","-1662.9","30.5","20.0"
"2022-12-12 18:14:16","31.5","31.0","0","-1662.9","31.5","19.1"
"2022-12-12 18:44:16","30.6","31.0","0","-1662.9","30.6","18.6"
"2022-12-12 19:14:16","31.6","31.0","0","-1662.9","31.6","18.5"
"2022-12-12 19:44:16","30.5","31.0","0","-1662.9","30.5","18.5"
"2022-12-12 20:14:16","30.8","31.0","0","-1662.9","30.8","18.5"
"2022-12-12 20:44:16","31.2","32.0","0","-1662.9","31.2","18.5"
"2022-12-12 21:14:16","31.0","32.0","0","-1662.9","31.0","18.4"
"2022-12-12 21:44:16","30.7","32.0","0","-1662.9","30.7","18.4"
"2022-12-12 22:14:16","31.1","33.0","0","-1662.9","31.1","18.2"
"2022-12-12 22:44:16","32.1","33.0","0","-1662.9","32.1","17.8"
"2022-12-12 23:14:16","31.6","33.0","0","-1662.9","31.6","17.4"
"2022-12-12 23:44:16","33.1","33.0","0","-1662.9","33.1","17.1"
"2022-12-13 00:14:16","32.8","33.0","0","-1662.9","32.8","16.8"
"2022-12-13 00:44:16","33.2","33.0","0","-1662.9","33.2","16.9"
"2022-12-13 01:14:16","33.1","32.5","0","-1662.9","33.1","17.0"
"2022-12-13 01:44:16","31.6","32.5","0","-1662.9","31.6","17.2"
"2022-12-13 02:14:16","31.6","32.5","0","-1662.9","31.6","17.2"
"2022-12-13 02:44:16","32.5","32.5","0","-1662.9","32.5","16.8"
"2022-12-13 03:14:16","32.9","32.5","0","-1662.9","32.9","16.4"
"2022-12-13 03:44:16","31.8","32.5","0","-1662.9","31.8","16.3"
"2022-12-13 04:14:16","32.9","32.5","0","-1662.9","32.9","16.4"
"2022-12-13 04:44:16","30.7","32.5","0","-1662.9","30.7","16.4"
"2022-12-13 05:14:16","32.6","32.5","0","-1662.9","32.6","16.2"
"2022-12-13 05:44:16","32.7","32.5","0","-1662.9","32.7","16.1"
"2022-12-13 06:14:16","31.0","32.5","0","-1662.9","31.0","16.1"
"2022-12-13 06:44:16","31.7","32.5","0","-1662.9","31.7","16.3"
"2022-12-13 07:14:16","31.7","32.5","0","-1662.9","31.7","17.0"
